Municipios;Postos;Latitude;Longitude;Anos;Meses;Total;Dia1;Dia2;Dia3;Dia4;Dia5;Dia6;Dia7;Dia8;Dia9;Dia10;Dia11;Dia12;Dia13;Dia14;Dia15;Dia16;Dia17;Dia18;Dia19;Dia20;Dia21;Dia22;Dia23;Dia24;Dia25;Dia26;Dia27;Dia28;Dia29;Dia30;Dia31
Independência;INDEPENDENCIA;-5.39377777778;-40.3123611111;1994;12;4.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.2;0.0;0.0;0.0
Independência;INDEPENDENCIA;-5.39377777778;-40.3123611111;1995;1;27.8;0.0;0.0;0.0;0.0;0.0;18.0;0.0;0.0;6.4;0.0;0.0;0.0;3.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Independência;INDEPENDENCIA;-5.39377777778;-40.3123611111;1995;2;149.7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.2;42.3;42.0;10.0;4.2;0.0;0.0;0.0;0.0;8.4;7.2;15.3;7.0;0.0;4.0;0.0;0.0;0.0;0.0;6.1;0.0;888.0;888.0;888.0
Independência;INDEPENDENCIA;-5.39377777778;-40.3123611111;1995;3;77.5;0.0;14.0;0.0;2.1;0.0;0.0;0.0;0.0;9.3;0.0;0.0;0.0;0.0;3.3;0.0;13.0;0.0;0.0;0.0;2.2;0.0;0.0;0.0;0.0;24.4;4.0;0.0;5.2;0.0;0.0;0.0
Independência;INDEPENDENCIA;-5.39377777778;-40.3123611111;1995;4;280.8;0.0;12.5;0.0;0.0;0.0;6.0;4.1;4.0;42.1;2.0;0.0;0.0;0.0;0.0;8.1;20.0;29.0;5.0;0.0;44.0;1.0;103.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;888.0
Independência;INDEPENDENCIA;-5.39377777778;-40.3123611111;1995;5;188.1;0.0;40.0;27.1;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.4;0.0;0.0;0.0;0.0;14.0;12.0;0.0;4.4;41.0;0.0;33.0;0.0;0.0;9.2;0.0
Independência;INDEPENDENCIA;-5.39377777778;-40.3123611111;1995;6;18.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.4;0.0;6.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;11.0;0.0;0.0;0.0;0.0;888.0
Independência;INDEPENDENCIA;-5.39377777778;-40.3123611111;1995;7;17.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;13.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Independência;INDEPENDENCIA;-5.39377777778;-40.3123611111;1995;8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Independência;INDEPENDENCIA;-5.39377777778;-40.3123611111;1995;9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;888.0
Independência;INDEPENDENCIA;-5.39377777778;-40.3123611111;1995;10;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Independência;INDEPENDENCIA;-5.39377777778;-40.3123611111;1995;11;11.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;11.4;0.0;0.0;0.0;0.0;0.0;0.0;888.0
Independência;INDEPENDENCIA;-5.39377777778;-40.3123611111;1995;12;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Independência;INDEPENDENCIA;-5.39377777778;-40.3123611111;1996;1;125.6;0.0;0.0;0.0;0.0;0.0;38.0;0.0;6.0;0.0;0.0;0.0;0.0;0.0;0.0;4.3;0.0;77.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Independência;INDEPENDENCIA;-5.39377777778;-40.3123611111;1996;2;55.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;24.0;0.0;0.0;4.0;0.0;0.0;27.0;0.0;0.0;0.0;888.0;888.0
Independência;INDEPENDENCIA;-5.39377777778;-40.3123611111;1996;3;191.2;0.0;0.0;61.2;0.0;25.0;22.0;4.0;0.0;0.0;0.0;5.0;3.0;2.4;3.0;0.0;0.0;6.2;0.0;28.1;0.0;0.0;0.0;0.0;0.0;0.0;5.3;3.0;23.0;0.0;0.0;0.0
Independência;INDEPENDENCIA;-5.39377777778;-40.3123611111;1996;4;451.3;0.0;0.0;61.2;0.0;25.0;22.0;4.0;0.0;0.0;0.0;17.2;0.0;0.0;10.3;24.0;0.0;0.0;0.0;5.0;0.2;11.3;4.0;0.0;183.0;4.0;20.0;14.0;35.0;0.0;11.1;888.0
Independência;INDEPENDENCIA;-5.39377777778;-40.3123611111;1996;5;55.8;0.0;0.0;16.3;12.2;2.0;0.0;0.0;0.0;0.0;0.0;8.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;17.0
Independência;INDEPENDENCIA;-5.39377777778;-40.3123611111;1996;6;12.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;12.2;0.0;0.0;888.0
Independência;INDEPENDENCIA;-5.39377777778;-40.3123611111;1996;7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Independência;INDEPENDENCIA;-5.39377777778;-40.3123611111;1996;8;9.2;0.0;0.0;9.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Independência;INDEPENDENCIA;-5.39377777778;-40.3123611111;1996;9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;888.0
Independência;INDEPENDENCIA;-5.39377777778;-40.3123611111;1996;10;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Independência;INDEPENDENCIA;-5.39377777778;-40.3123611111;1996;11;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;888.0
Independência;INDEPENDENCIA;-5.39377777778;-40.3123611111;1996;12;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Independência;INDEPENDENCIA;-5.39377777778;-40.3123611111;1997;1;167.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;12.0;0.0;0.0;0.0;0.0;0.0;0.0;9.2;2.3;0.0;25.3;9.6;106.0;0.0;3.0;0.0;0.0;0.0
Independência;INDEPENDENCIA;-5.39377777778;-40.3123611111;1997;2;5.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;888.0;888.0;888.0
Independência;INDEPENDENCIA;-5.39377777778;-40.3123611111;1997;3;309.1;0.0;0.0;0.0;0.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.8;19.0;0.0;0.0;0.0;0.0;0.0;4.4;5.0;117.4;1.0;140.1;9.4;1.0;0.0;0.0
Independência;INDEPENDENCIA;-5.39377777778;-40.3123611111;1997;4;143.1;0.0;32.0;34.8;3.0;0.0;0.0;0.0;35.0;0.0;15.7;0.0;0.0;0.0;12.0;3.4;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.8;0.0;0.0;0.0;1.4;888.0
Independência;INDEPENDENCIA;-5.39377777778;-40.3123611111;1997;5;58.0;0.0;0.0;17.0;7.4;1.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;32.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Independência;INDEPENDENCIA;-5.39377777778;-40.3123611111;1997;6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;888.0
Independência;INDEPENDENCIA;-5.39377777778;-40.3123611111;1997;7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Independência;INDEPENDENCIA;-5.39377777778;-40.3123611111;1997;8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Independência;INDEPENDENCIA;-5.39377777778;-40.3123611111;1997;9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;888.0
Independência;INDEPENDENCIA;-5.39377777778;-40.3123611111;1997;10;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Independência;INDEPENDENCIA;-5.39377777778;-40.3123611111;1997;11;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;888.0
Independência;INDEPENDENCIA;-5.39377777778;-40.3123611111;1997;12;50.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;38.0;12.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Independência;INDEPENDENCIA;-5.39377777778;-40.3123611111;1998;1;111.5;0.0;18.0;0.0;0.0;9.2;0.0;0.0;0.0;0.0;10.2;0.0;19.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;19.1;9.0;0.0;0.0;0.0;0.0;0.0;0.0;27.0;0.0;0.0
Independência;INDEPENDENCIA;-5.39377777778;-40.3123611111;1998;2;3.4;3.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;888.0;888.0;888.0
Independência;INDEPENDENCIA;-5.39377777778;-40.3123611111;1998;3;62.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.0;0.0;0.0;0.0;0.0;0.0;0.0;5.8;18.3;0.0;8.3;0.0;0.0;1.0;11.3;0.0;0.0;0.0;0.0;10.3;0.0;0.0
Independência;INDEPENDENCIA;-5.39377777778;-40.3123611111;1998;4;18.6;0.0;4.8;3.8;10.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;888.0
Independência;INDEPENDENCIA;-5.39377777778;-40.3123611111;1998;5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Independência;INDEPENDENCIA;-5.39377777778;-40.3123611111;1998;6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;888.0
Independência;INDEPENDENCIA;-5.39377777778;-40.3123611111;1998;7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Independência;INDEPENDENCIA;-5.39377777778;-40.3123611111;1998;8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Independência;INDEPENDENCIA;-5.39377777778;-40.3123611111;1998;9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;888.0
Independência;INDEPENDENCIA;-5.39377777778;-40.3123611111;1998;10;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Independência;INDEPENDENCIA;-5.39377777778;-40.3123611111;1998;11;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;888.0
Independência;INDEPENDENCIA;-5.39377777778;-40.3123611111;1998;12;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Independência;INDEPENDENCIA;-5.39377777778;-40.3123611111;1999;1;109.7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;32.0;11.9;0.0;12.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;30.0;13.2;0.0;2.1;7.0;0.0;0.0;0.0;0.0;0.0;0.0;1.3;0.0
Independência;INDEPENDENCIA;-5.39377777778;-40.3123611111;1999;2;83.0;0.0;0.0;0.0;7.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;47.1;0.0;0.0;0.0;0.0;2.3;10.2;0.0;0.0;0.0;7.0;1.8;0.0;0.0;7.5;0.0;888.0;888.0;888.0
Independência;INDEPENDENCIA;-5.39377777778;-40.3123611111;1999;3;120.3;3.0;5.4;0.0;0.0;0.0;0.0;0.0;0.0;7.0;0.0;0.0;0.0;14.0;0.0;5.0;16.4;3.8;7.4;10.6;0.0;0.0;2.6;3.0;28.0;5.1;0.0;3.0;2.0;4.0;0.0;0.0
Independência;INDEPENDENCIA;-5.39377777778;-40.3123611111;1999;4;67.6;0.0;0.0;0.0;0.0;9.0;8.4;0.0;0.0;0.0;0.0;0.0;2.0;11.0;13.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9.8;0.0;5.0;9.4;0.0;0.0;0.0;888.0
Independência;INDEPENDENCIA;-5.39377777778;-40.3123611111;1999;5;68.3;0.0;0.0;0.0;0.0;0.0;0.0;7.0;0.0;0.0;0.0;19.0;7.0;11.0;2.8;0.0;0.0;2.5;3.0;0.0;0.0;2.6;13.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Independência;INDEPENDENCIA;-5.39377777778;-40.3123611111;1999;6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;888.0
Independência;INDEPENDENCIA;-5.39377777778;-40.3123611111;1999;7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Independência;INDEPENDENCIA;-5.39377777778;-40.3123611111;1999;8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Independência;INDEPENDENCIA;-5.39377777778;-40.3123611111;1999;9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;888.0
Independência;INDEPENDENCIA;-5.39377777778;-40.3123611111;1999;10;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Independência;INDEPENDENCIA;-5.39377777778;-40.3123611111;1999;11;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;888.0
Independência;INDEPENDENCIA;-5.39377777778;-40.3123611111;1999;12;148.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;19.0;13.0;15.8;0.0;0.0;0.0;0.0;66.0;0.0;33.6;1.0
Independência;INDEPENDENCIA;-5.39377777778;-40.3123611111;2000;1;69.4;0.0;0.0;0.0;0.0;41.8;6.2;4.8;0.0;1.0;0.0;15.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Independência;INDEPENDENCIA;-5.39377777778;-40.3123611111;2000;2;146.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8.2;17.6;0.0;0.0;0.0;4.0;2.0;15.2;4.8;9.2;0.0;52.0;3.0;11.2;0.0;12.4;1.0;3.9;0.0;0.0;0.0;2.0;888.0;888.0
Independência;INDEPENDENCIA;-5.39377777778;-40.3123611111;2000;3;196.2;2.0;0.0;0.0;0.0;0.0;59.0;0.0;0.0;0.0;0.0;1.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;61.0;6.0;0.0;0.0;0.0;0.0;0.0;15.8;19.2;4.4;15.4;11.6
Independência;INDEPENDENCIA;-5.39377777778;-40.3123611111;2000;4;174.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.8;0.0;2.0;19.8;0.0;6.0;15.0;82.0;0.0;17.2;0.0;6.4;0.0;6.4;0.0;14.0;0.0;0.0;0.0;0.0;888.0
Independência;INDEPENDENCIA;-5.39377777778;-40.3123611111;2000;5;25.4;0.0;0.0;1.2;0.0;0.0;0.0;0.0;1.6;8.4;0.0;5.8;0.0;0.0;0.0;0.0;0.0;0.0;2.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.0
Independência;INDEPENDENCIA;-5.39377777778;-40.3123611111;2000;6;22.2;0.0;0.0;0.0;0.0;0.0;0.0;7.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;14.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;888.0
Independência;INDEPENDENCIA;-5.39377777778;-40.3123611111;2000;7;10.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.4;8.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Independência;INDEPENDENCIA;-5.39377777778;-40.3123611111;2000;8;49.0;0.0;0.0;0.0;0.0;0.0;40.6;0.0;0.0;0.0;0.0;8.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Independência;INDEPENDENCIA;-5.39377777778;-40.3123611111;2000;9;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;888.0
Independência;INDEPENDENCIA;-5.39377777778;-40.3123611111;2000;10;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Independência;INDEPENDENCIA;-5.39377777778;-40.3123611111;2000;11;22.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;22.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;888.0
Independência;INDEPENDENCIA;-5.39377777778;-40.3123611111;2000;12;79.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;53.0;15.0;11.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Independência;INDEPENDENCIA;-5.39377777778;-40.3123611111;2001;1;7.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Independência;INDEPENDENCIA;-5.39377777778;-40.3123611111;2001;2;51.0;0.0;0.0;6.2;4.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.0;0.0;11.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;15.0;0.0;2.0;888.0;888.0;888.0
Independência;INDEPENDENCIA;-5.39377777778;-40.3123611111;2001;3;196.8;21.4;0.0;11.0;0.0;0.0;0.0;0.0;0.0;2.8;0.0;0.0;0.0;2.2;89.0;27.0;0.0;0.0;0.0;11.2;6.0;0.0;0.0;15.0;0.0;0.0;0.0;0.0;0.0;0.0;11.2;0.0
Independência;INDEPENDENCIA;-5.39377777778;-40.3123611111;2001;4;129.0;0.0;0.0;9.0;15.8;0.0;0.0;0.0;0.0;0.0;0.0;24.4;3.0;19.0;14.8;0.0;7.0;5.0;0.0;13.2;0.0;0.0;0.0;8.6;0.0;0.0;0.0;0.0;9.2;0.0;0.0;888.0
Independência;INDEPENDENCIA;-5.39377777778;-40.3123611111;2001;5;10.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.8
Independência;INDEPENDENCIA;-5.39377777778;-40.3123611111;2001;6;70.6;0.0;36.0;0.0;16.8;0.0;0.0;0.0;17.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;888.0
Independência;INDEPENDENCIA;-5.39377777778;-40.3123611111;2001;7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Independência;INDEPENDENCIA;-5.39377777778;-40.3123611111;2001;8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Independência;INDEPENDENCIA;-5.39377777778;-40.3123611111;2001;9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;888.0
Independência;INDEPENDENCIA;-5.39377777778;-40.3123611111;2001;10;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Independência;INDEPENDENCIA;-5.39377777778;-40.3123611111;2001;11;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;888.0
